id,name,album,album_id,artists,artist_ids,track_number,disc_number,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,year,release_date
43rA71bccXFGD4C8GOpIlN,I Forgot That You Existed,Lover,1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1,1,False,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,2019,2019-08-23
0O2yLXhJtcp69Ll233Q6xS,Lavender Haze - Acoustic Version,Lavender Haze (Acoustic Version),54F0VYmKpYQok1ydOZhsYC,Taylor Swift,06HL4z0CvFAxyc27GXpf02,1,1,False,0.725,0.558,7,-11.353,0,0.0389,0.76,7.8e-05,0.0843,0.777,97.006,174376,4,2023,2023-03-31
4ga4WvRNhMsIL38pkBbnIN,Pressure (feat. Tove Lo),Pressure (feat. Tove Lo),5s55A56E4N7390TTEUzwKN,"Martin Garrix, Tove Lo","60d24wfXkVzDSfLS6hyCjZ, 4NHQUGzhtTLFvgF5SZesLK",1,1,False,0.859,0.558,7,-8.991,0,0.0902,0.659,0.324,0.124,0.357,114.978,144391,4,2021,2021-02-05
6tDDoYIxWvMLTdKpjFkc1B,telepatía,Sin Miedo (del Amor y Otros Demonios) ∞,00wSTrFxoSzA7eeS1UxHgd,Kali Uchis,1U1el3k54VvEUzo3ybLPlM,7,1,False,0.653,0.524,11,-9.016,0,0.0502,0.112,0.0,0.203,0.553,83.97,160191,4,2020,2020-12-04
12HbZSQSoTtdbPNokldUCG,Sad B*tch,Sad B*tch,3ziOlBjjA4W4RKpEjMKwOk,"Borgore, Tima Dee","7u160I5qtBYZTQMLEIJmyz, 4pQIDKoWXRw04D9e37QzbP",1,1,True,0.666,0.855,0,-1.254,0,0.0457,0.242,0.0,0.146,0.549,144.912,178759,4,2020,2020-12-11
2VDTgXwf3F6kcpX4HI0BKy,"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)","LABRINTH, SIA & DIPLO PRESENT... LSD",0ujHQ5WCLuKJQXOqXpGtpf,"Sia, Diplo, Labrinth, LSD","5WUlDfRSoLAfcVSX1WnrxN, 5fMUXHkw8R8eOP2RNVYEZX, 2feDdbD5araYcm6JhFHHw7, 6IZ4ctovY9dl7bgHClAvKJ",8,1,False,0.585,0.525,7,-5.915,0,0.0817,0.034,2.6e-05,0.139,0.533,167.811,195747,3,2019,2019-04-12
48fPdAwGVoSkGK8GSez9yx,Anything,Anything,703aZZCaGU2kRGjo0pGzDL,"Alison Wonderland, Valentino Khan","11gWrKZMBsGQWmobv3oNfW, 0deIjoDjl9g9Zpw0sCIOHh",1,1,False,0.768,0.908,5,-5.014,0,0.0486,0.184,0.546,0.0583,0.423,120.042,226000,4,2020,2020-11-13
1gcyHQpBQ1lfXGdhZmWrHP,champagne problems,evermore (deluxe version),6AORtDjduMM3bupSWzbTSG,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2,1,True,0.462,0.24,0,-12.077,1,0.0377,0.92,0.0,0.113,0.32,171.319,244000,4,2021,2021-01-07
4iAADGCKIR9GkLGvAHfZUS,Beat Goes On (Rhythm to the Brain),Beat Goes On (Rhythm to the Brain),3kzNiWgiBTQMD48QbWYSRn,Campbell,5udgXJYWwK7cchnPSKqEkK,1,1,False,0.821,0.781,0,-4.465,1,0.0397,0.00563,0.0191,0.0403,0.434,137.017,133213,4,2022,2022-10-07
01K4zKU104LyJ8gMb7227B,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,"Taylor Swift, Phoebe Bridgers","06HL4z0CvFAxyc27GXpf02, 1r1uxoy19fzMxunt3ONAkG",23,1,False,0.606,0.377,0,-9.455,1,0.0275,0.817,0.0,0.154,0.446,101.96,258813,4,2021,2021-11-12
4TDTrHDizZ8OrZ5KW6CNuo,Brain Zone,"Ambient Music for Deep Focus (focus, study music, music for concentration, concentration music, relaxing, relaxation, piano ambient, study hard, studying music, brain music, memory and concentration for exam, brain power)",0QlAYm9azX2H6Bd7Ea0xrx,Study Alpha Waves,3UDxdbAXqqKJG1pWgUgOCp,10,1,False,0.154,0.0732,9,-21.313,0,0.0384,0.946,0.95,0.089,0.0391,81.331,87000,4,2016,2016-12-16
223t7TwvWm5PuE1IuWpRZM,BREAK LAW,Turn Off The Lights,1Pg5Ot24fhSbQbxqV5OTZS,"Dog Blood, Skrillex, Boys Noize","2amyu5pkgYMYdNQZmB3GgY, 5he5w2lnU9x7JFhnwcekXX, 62k5LKMhymqlDNo2DWOvvv",1,1,False,0.679,0.95,2,-2.247,1,0.0373,0.0148,0.00205,0.43,0.12,107.994,242222,4,2019,2019-05-31
3zwMVvkBe2qIKDObWgXw4N,right where you left me - bonus track,evermore (deluxe version),6AORtDjduMM3bupSWzbTSG,Taylor Swift,06HL4z0CvFAxyc27GXpf02,16,1,False,0.581,0.619,10,-6.524,1,0.0282,0.769,0.000106,0.117,0.645,137.915,245027,4,2021,2021-01-07
59QmjU5K8XQTfj9JjFNb4Z,ili,Left Is Right,7nYaSlVUHMNvSRzc0guLYy,TroyBoi,0tvpihdAsKiNnP6sWS3jUI,9,1,False,0.634,0.588,9,-6.753,1,0.106,0.0575,0.00231,0.441,0.77,174.006,245000,4,2017,2017-08-25
5ad6HGAiatmKHXMI0OSodk,All On Me (feat. Zhu),Year Zero,6judl2YelDUdvExxZpUAvP,"Tchami, ZHU","1KpCi9BOfviCVhmpI4G2sY, 28j8lBWDdDSHSSt5oPlsX2",7,1,False,0.797,0.66,5,-6.883,1,0.0816,0.0112,0.00739,0.297,0.317,122.02,249837,4,2020,2020-10-23
1GglmI9q5ABCHSBoZrMHSu,All The Things She Said,All The Things She Said,4xeJ8q56ty4DJaroHrx2tc,"Seraphine, Jasmine Clarke","4TqlcgMFDryY96KWcvrhTv, 35OHoy0DGJRqpfmYvByDBc",1,1,False,0.575,0.556,9,-10.64,0,0.0443,0.17,0.0476,0.0956,0.303,180.153,131343,4,2020,2020-09-25
55vxejCDJGmmVAj2UTjZeQ,Yesterday,Chillhop Daydreams,5Tv8LWNku2lmWXxAy4xYhI,chief.,0HCAzT0cSCpiNje7AcAQaD,2,1,False,0.647,0.185,9,-14.68,0,0.0584,0.945,0.868,0.127,0.143,77.077,154125,4,2018,2018-08-08
6XyxCBp6x3jvtxXvMN5sAA,1539 N. Calvert,Veteran,51WLEfPEEkzAWurvuY6Gco,JPEGMAFIA,6yJ6QQ3Y5l0s0tn7b0arrO,1,1,True,0.863,0.717,4,-3.143,0,0.17,0.278,0.0826,0.0991,0.357,152.05,157259,4,2018,2018-01-19
3RauEVgRgj1IuWdJ9fDs70,The Man,Lover,1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,06HL4z0CvFAxyc27GXpf02,4,1,False,0.777,0.658,0,-5.191,1,0.054,0.0767,0.0,0.0901,0.633,110.048,190360,4,2019,2019-08-23
0KWk946B8nPKAIllV0IeNT,Total Focus,"Ambient Music for Deep Focus (focus, study music, music for concentration, concentration music, relaxing, relaxation, piano ambient, study hard, studying music, brain music, memory and concentration for exam, brain power)",0QlAYm9azX2H6Bd7Ea0xrx,Study Alpha Waves,3UDxdbAXqqKJG1pWgUgOCp,17,1,False,0.144,0.0698,0,-22.124,1,0.0484,0.828,0.922,0.1,0.0274,139.099,57000,3,2016,2016-12-16
2EW4NnPYcQjnK0GmxP9brH,Genius Music Academy,"Ambient Music for Deep Focus (focus, study music, music for concentration, concentration music, relaxing, relaxation, piano ambient, study hard, studying music, brain music, memory and concentration for exam, brain power)",0QlAYm9azX2H6Bd7Ea0xrx,Study Alpha Waves,3UDxdbAXqqKJG1pWgUgOCp,20,1,False,0.194,0.201,7,-17.064,1,0.0465,0.837,0.964,0.115,0.0325,81.827,73500,5,2016,2016-12-16
3MGjRKkAQCPKsDuBjLqkxW,Ageless,Ageless,6KxJpR7QzIdzHoaoFPPjvM,RAEN,6Ef9ReXA6rhVVdRmQKJrcJ,1,1,False,0.755,0.332,5,-14.287,0,0.0912,0.688,0.874,0.133,0.185,76.056,167961,4,2020,2020-05-29
4RaRmTiS8nRfsi55AfQWXs,Einstein Study Music,"Ambient Music for Deep Focus (focus, study music, music for concentration, concentration music, relaxing, relaxation, piano ambient, study hard, studying music, brain music, memory and concentration for exam, brain power)",0QlAYm9azX2H6Bd7Ea0xrx,Study Alpha Waves,3UDxdbAXqqKJG1pWgUgOCp,11,1,False,0.119,0.2,7,-21.194,0,0.0333,0.833,0.909,0.111,0.0642,92.973,90000,4,2016,2016-12-16
3MySeyJCAKyPkTRvlvq7gm,Real Groove - Studio 2054 Remix,Real Groove (Studio 2054 Remix),0z0lPmTXhkoyF1RyIAkGHm,"Kylie Minogue, Dua Lipa","4RVnAU35WRWra6OZ3CbbMA, 6M2wZ9GZgrQXHCFfjv46we",1,1,False,0.767,0.643,5,-6.178,0,0.0387,0.0052,0.0138,0.18,0.699,119.981,262893,4,2020,2020-12-31
1BxfuPKGuaTgP7aM0Bbdwr,Cruel Summer,Lover,1NAmidJlEaVgA3MpcPFYGq,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2,1,False,0.552,0.702,9,-5.707,1,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427,4,2019,2019-08-23
1ixphys4A3NEXp6MDScfih,Be the One,Be the One,27BxsWgarjLePdql0KzOLP,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,1,1,False,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,202915,4,2015,2015-10-30
4YIoQqE50AdyG4BQafCi3u,High You Are (Branchez Remix),High You Are (Remixes),0h2G6kf2j9OoqdvS2fcwr8,"What So Not, Branchez","4AA8eXtzqh5ykxtafLaPOi, 4T5kpUiQUVJhuf9YT28qlf",5,1,False,0.691,0.856,10,-5.614,1,0.0407,0.0614,0.119,0.034,0.414,136.98,213340,4,2013,2013-10-25
7nEJrG2KIiH6PoDL1Ae5at,Magic Carpet,Magic Carpet,0ChRkheFcAH3Zu3OOfPKVa,"Kyle Watson, MAY BBY","7LJSAfWhO7jhjnewy6pKyZ, 6Lo8eDoMJqDyDBKENRlPMU",1,1,False,0.794,0.684,1,-7.594,1,0.0668,0.00634,0.298,0.0881,0.542,123.024,168171,4,2021,2021-02-12
4D1unPrtq6paN3RQz11Kjh,Duality,Duality,5kpdR8AIeye5qJiEqgI86k,"Willim, SIENA","5bp5XaFz8Py4UFEhQ6FZRk, 1rza7P4ZaSa7jE5YvxmQi8",1,1,False,0.627,0.525,7,-6.331,0,0.08,0.0919,4.61e-05,0.178,0.13,140.125,209537,4,2021,2021-09-23
1ZIf0d4uqYbHAWWaHs31Rr,DNA,DNA,5HWBCfbNx4u7vgkBNmDkqa,PANTHEPACK,3mtw7Fkg8wdXJdub6ZIkJb,1,1,False,0.64,0.892,1,-2.34,1,0.272,0.0289,0.0,0.0522,0.714,166.078,170625,4,2021,2021-04-16
4CkgMiMqZ5JzW9iYXSTMTL,I Bet You Think About Me (feat. Chris Stapleton) (Taylor’s Version) (From The Vault),Red (Taylor's Version),6kZ42qRrzov54LcAk4onW9,"Taylor Swift, Chris Stapleton","06HL4z0CvFAxyc27GXpf02, 4YLtscXsxbVgi031ovDDdh",26,1,True,0.391,0.715,0,-4.516,1,0.0495,0.167,0.0,0.183,0.473,149.654,285107,3,2021,2021-11-12
1Ft6KgjMR7TSVkryV7gq8n,Stranger (with KillaGraham and Sam Dew),Recess,7rf1qZJ6hGSlPN7K9ShsVV,Skrillex,5he5w2lnU9x7JFhnwcekXX,3,1,False,0.485,0.835,2,-4.092,1,0.111,0.0119,0.00129,0.0504,0.118,127.954,289973,4,2014,2014-03-14
